storage_id,mode,delay_ms,workers,trial_index,worker_id,operation_index,lease_id,warden_ns,claim_ns,application_ns,unattributed_ns,end_to_end_ns
storage-0,off,0.0,1,0,0,0,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,800,900
storage-0,off,0.0,1,0,0,1,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,500,600
storage-0,off,0.0,1,0,0,2,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,200,300
storage-0,off,0.0,1,0,0,3,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,4,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,100,200
storage-0,off,0.0,1,0,0,5,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,6,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,7,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,8,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,9,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,10,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,11,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,12,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,13,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,0,100
storage-0,off,0.0,1,0,0,14,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,15,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,100,100
storage-0,off,0.0,1,0,0,16,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,0,100
storage-0,off,0.0,1,0,0,17,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,100,200
storage-0,off,0.0,1,0,0,18,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,0,100
storage-0,off,0.0,1,0,0,19,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,0,100
storage-0,off,0.0,1,0,0,20,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,21,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,22,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,23,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,24,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,100,200
storage-0,off,0.0,1,0,0,25,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,26,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,0,100
storage-0,off,0.0,1,0,0,27,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,0,100
storage-0,off,0.0,1,0,0,28,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,0,100
storage-0,off,0.0,1,0,0,29,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,30,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,100,100
storage-0,off,0.0,1,0,0,31,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,0,100
storage-0,off,0.0,1,0,0,32,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,0,100
storage-0,off,0.0,1,0,0,33,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,34,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,35,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,36,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,37,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,0,100
storage-0,off,0.0,1,0,0,38,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,39,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,40,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,0,100
storage-0,off,0.0,1,0,0,41,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,0,100
storage-0,off,0.0,1,0,0,42,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,0,100
storage-0,off,0.0,1,0,0,43,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,0,100
storage-0,off,0.0,1,0,0,44,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,0,100
storage-0,off,0.0,1,0,0,45,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,46,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,47,lease_defecfd972494382b52d6a1b8de1e386,0,0,0,200,200
storage-0,off,0.0,1,0,0,48,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,0,100
storage-0,off,0.0,1,0,0,49,lease_defecfd972494382b52d6a1b8de1e386,0,0,100,0,100
storage-0,enforce,0.0,1,0,0,0,lease_4fa756ac23274b45aeaa4229f8309a72,13756500,10196500,200,900,23954100
storage-0,enforce,0.0,1,0,0,1,lease_4fa756ac23274b45aeaa4229f8309a72,13911600,11192400,300,1200,25105500
storage-0,enforce,0.0,1,0,0,2,lease_4fa756ac23274b45aeaa4229f8309a72,14406500,10008200,300,1000,24416000
storage-0,enforce,0.0,1,0,0,3,lease_4fa756ac23274b45aeaa4229f8309a72,13700100,11090500,300,800,24791700
storage-0,enforce,0.0,1,0,0,4,lease_4fa756ac23274b45aeaa4229f8309a72,13614700,10415300,200,900,24031100
storage-0,enforce,0.0,1,0,0,5,lease_4fa756ac23274b45aeaa4229f8309a72,14733200,11515100,500,1000,26249800
storage-0,enforce,0.0,1,0,0,6,lease_4fa756ac23274b45aeaa4229f8309a72,13611300,10182600,300,1000,23795200
storage-0,enforce,0.0,1,0,0,7,lease_4fa756ac23274b45aeaa4229f8309a72,15532200,11348600,200,800,26881800
storage-0,enforce,0.0,1,0,0,8,lease_4fa756ac23274b45aeaa4229f8309a72,13390100,10251900,200,1300,23643500
storage-0,enforce,0.0,1,0,0,9,lease_4fa756ac23274b45aeaa4229f8309a72,14592000,10814300,200,900,25407400
storage-0,enforce,0.0,1,0,0,10,lease_4fa756ac23274b45aeaa4229f8309a72,13636900,10426100,100,900,24064000
storage-0,enforce,0.0,1,0,0,11,lease_4fa756ac23274b45aeaa4229f8309a72,13746500,10947400,200,1000,24695100
storage-0,enforce,0.0,1,0,0,12,lease_4fa756ac23274b45aeaa4229f8309a72,14325900,10337400,200,1000,24664500
storage-0,enforce,0.0,1,0,0,13,lease_4fa756ac23274b45aeaa4229f8309a72,13765600,10018200,200,800,23784800
storage-0,enforce,0.0,1,0,0,14,lease_4fa756ac23274b45aeaa4229f8309a72,14550600,11685200,900,1700,26238400
storage-0,enforce,0.0,1,0,0,15,lease_4fa756ac23274b45aeaa4229f8309a72,13868500,10491600,300,1000,24361400
storage-0,enforce,0.0,1,0,0,16,lease_4fa756ac23274b45aeaa4229f8309a72,13909300,11209700,200,1000,25120200
storage-0,enforce,0.0,1,0,0,17,lease_4fa756ac23274b45aeaa4229f8309a72,14862300,12243800,200,1000,27107300
storage-0,enforce,0.0,1,0,0,18,lease_4fa756ac23274b45aeaa4229f8309a72,13844600,11266000,400,1000,25112000
storage-0,enforce,0.0,1,0,0,19,lease_4fa756ac23274b45aeaa4229f8309a72,14776900,10321900,100,1100,25100000
storage-0,enforce,0.0,1,0,0,20,lease_4fa756ac23274b45aeaa4229f8309a72,13606200,10342700,200,1100,23950200
storage-0,enforce,0.0,1,0,0,21,lease_4fa756ac23274b45aeaa4229f8309a72,13896100,10869800,100,1000,24767000
storage-0,enforce,0.0,1,0,0,22,lease_4fa756ac23274b45aeaa4229f8309a72,15131800,10100400,200,1000,25233400
storage-0,enforce,0.0,1,0,0,23,lease_4fa756ac23274b45aeaa4229f8309a72,14498500,11615100,300,900,26114800
storage-0,enforce,0.0,1,0,0,24,lease_4fa756ac23274b45aeaa4229f8309a72,14088900,10389300,300,800,24479300
